discharge_date,n_discharges,avg_discharge_time,percent_discharge_before_14,percent_discharge_before_13,percent_discharge_before_12,percent_discharge_before_11,weekday,n_md_staff,n_app_staff,n_nurse_staff,n_cm_staff,n_pharm_staff,n_bed_staff,rounding_start,n_floor_adder,rounding_mean_queue_length,perc_transport_cases,perc_equipment_cases,perc_cm_cases,perc_cm_trans_cases,perc_cm_equip_cases,perc_cm_trans_med_cases,perc_cm_equip_med_cases,perc_cm_equip_trans_cases,perc_cm_equip_trans_med_cases,avg_bed_wait_time,percent_bed_wait_less_30_min,percent_bed_wait_less_1_hr,percent_bed_wait_less_2_hr,percent_home_floor,percent_service_A,percent_service_B,avg_discharge_before_13,avg_discharge_before_12,avg_discharge_before_11,avg_discharge_before_14
01-03-2023,10,11.7,0.9,0.8,0.5,0.1,1.0,3,5,8,3,3,3,480,0.6,2.2,0.3,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.3,0.7,1,1,0,1
01-03-2024,20,13.2,0.7,0.25,0.1,0.0,2.0,2,5,10,4,3,3,495,0.4,5.55,0.25,0.2,0.35,0.25,0.2,0.0,0.1,0.1,0.0,0.0,1.0,1.0,1.0,0.5,0.7,0.3,0,0,0,1
01-03-2025,22,13.227272727272727,0.5,0.4090909090909091,0.2727272727272727,0.09090909090909091,4.0,4,6,10,2,3,3,495,0.45454545454545453,3.3181818181818183,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.045454545454545456,68.19469696969696,0.36363636363636365,0.5454545454545454,0.7272727272727273,0.5909090909090909,0.5909090909090909,0.4090909090909091,0,0,0,1
01-03-2026,17,11.647058823529411,1.0,0.7058823529411765,0.5294117647058824,0.11764705882352941,5.0,3,6,8,4,3,3,480,0.29411764705882354,3.3529411764705883,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,212.86666666666665,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.6470588235294118,0.35294117647058826,1,1,0,1
01-03-2027,22,14.090909090909092,0.45454545454545453,0.2727272727272727,0.13636363636363635,0.045454545454545456,6.0,1,3,10,4,3,3,465,0.45454545454545453,11.5,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.09090909090909091,0.13636363636363635,0.0,0.0,0.09090909090909091,0.0,48.060606060606055,0.5,0.6818181818181818,0.8181818181818182,0.5909090909090909,0.6818181818181818,0.3181818181818182,0,0,0,0
01-03-2028,10,11.5,0.8,0.7,0.6,0.3,0.0,2,3,10,2,3,3,450,0.4,3.1,0.2,0.1,0.4,0.2,0.1,0.1,0.1,0.1,0.1,3.228333333333333,0.9,1.0,1.0,0.1,0.3,0.7,1,1,0,1
01-03-2029,20,13.6,0.55,0.45,0.15,0.0,2.0,3,5,8,2,3,3,510,0.4,3.85,0.0,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.5,0.5,0,0,0,1
01-03-2030,19,13.157894736842104,0.5789473684210527,0.47368421052631576,0.2631578947368421,0.05263157894736842,3.0,3,5,9,1,3,3,495,0.3684210526315789,3.6842105263157894,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,101.5,0.21052631578947367,0.21052631578947367,0.5263157894736842,0.47368421052631576,0.631578947368421,0.3684210526315789,0,0,0,1
01-03-2031,24,12.583333333333334,0.75,0.4583333333333333,0.25,0.08333333333333333,4.0,2,6,10,2,3,3,480,0.5,6.5,0.041666666666666664,0.041666666666666664,0.125,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,117.75347222222223,0.25,0.25,0.2916666666666667,0.5,0.5,0.5,1,0,0,1
01-04-2022,11,11.727272727272727,0.8181818181818182,0.8181818181818182,0.45454545454545453,0.18181818181818182,1.0,2,5,10,0,3,3,480,0.45454545454545453,3.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5454545454545454,0.8181818181818182,0.18181818181818182,1,1,0,1
01-04-2023,21,13.761904761904763,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,2.0,3,5,8,3,3,3,510,0.42857142857142855,4.0476190476190474,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.3333333333333333,0,0,0,1
01-04-2024,19,12.842105263157896,0.631578947368421,0.47368421052631576,0.21052631578947367,0.10526315789473684,3.0,2,5,10,4,3,3,480,0.3684210526315789,5.2631578947368425,0.05263157894736842,0.10526315789473684,0.3157894736842105,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.0,96.12982456140351,0.3157894736842105,0.42105263157894735,0.631578947368421,0.5789473684210527,0.631578947368421,0.3684210526315789,1,0,0,1
01-04-2025,19,12.157894736842104,0.7894736842105263,0.6842105263157895,0.5263157894736842,0.10526315789473684,5.0,4,6,10,1,3,3,480,0.3684210526315789,3.1052631578947367,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,104.16754385964911,0.15789473684210525,0.21052631578947367,0.631578947368421,0.5263157894736842,0.7894736842105263,0.21052631578947367,1,0,0,1
01-04-2026,24,15.333333333333334,0.3333333333333333,0.25,0.16666666666666666,0.08333333333333333,5.75,1,2,9,4,4,4,465,0.5,12.5,0.125,0.16666666666666666,0.25,0.125,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,49.30972222222223,0.5833333333333334,0.6666666666666666,0.7916666666666666,0.7083333333333334,0.375,0.625,0,0,0,0
01-04-2027,10,11.2,1.0,1.0,0.5,0.3,0.0,2,6,10,1,2,3,480,0.3,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.366666666666667,0.8,0.9,1.0,0.5,0.6,0.4,1,1,0,1
01-04-2028,10,12.3,0.9,0.6,0.2,0.0,1.0,2,3,10,3,3,3,465,0.4,3.1,0.1,0.1,0.3,0.1,0.1,0.0,0.1,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.8,0.2,1,0,0,1
01-04-2029,20,13.6,0.5,0.4,0.1,0.0,3.0,3,5,8,2,3,3,510,0.4,3.95,0.15,0.1,0.15,0.15,0.1,0.15,0.1,0.1,0.1,97.07000000000001,0.25,0.3,0.65,0.6,0.7,0.3,0,0,0,1
01-04-2030,21,13.428571428571429,0.5714285714285714,0.38095238095238093,0.14285714285714285,0.0,4.0,3,5,9,2,3,3,510,0.42857142857142855,4.142857142857143,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.0,0.0,0.047619047619047616,0.0,44.432539682539684,0.38095238095238093,0.6666666666666666,0.9523809523809523,0.47619047619047616,0.5238095238095238,0.47619047619047616,0,0,0,1
01-04-2031,22,12.681818181818182,0.7727272727272727,0.5,0.18181818181818182,0.0,5.0,2,6,10,4,3,3,480,0.45454545454545453,6.0,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.13636363636363635,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.09090909090909091,224.49015151515152,0.045454545454545456,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.7272727272727273,0.2727272727272727,1,0,0,1
01-05-2022,21,12.857142857142858,0.6190476190476191,0.42857142857142855,0.14285714285714285,0.09523809523809523,2.0,2,5,10,3,3,3,480,0.47619047619047616,5.761904761904762,0.19047619047619047,0.047619047619047616,0.23809523809523808,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,1.0,1.0,1.0,0.5238095238095238,0.7142857142857143,0.2857142857142857,1,0,0,1
01-05-2023,20,12.7,0.7,0.5,0.35,0.05,3.0,3,5,8,2,3,3,480,0.4,3.9,0.05,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.0,117.55,0.2,0.2,0.55,0.7,0.6,0.4,1,0,0,1
01-05-2024,22,14.0,0.4090909090909091,0.36363636363636365,0.3181818181818182,0.18181818181818182,4.0,2,3,10,3,3,4,450,0.5,6.045454545454546,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,65.4560606060606,0.36363636363636365,0.5,0.7272727272727273,0.5454545454545454,0.7727272727272727,0.22727272727272727,0,0,0,1
01-05-2025,22,12.818181818181818,0.7727272727272727,0.5454545454545454,0.22727272727272727,0.045454545454545456,6.0,4,6,10,4,3,3,480,0.45454545454545453,3.3181818181818183,0.13636363636363635,0.045454545454545456,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.0,39.93409090909091,0.6363636363636364,0.7272727272727273,0.8636363636363636,0.4090909090909091,0.5909090909090909,0.4090909090909091,1,0,0,1
01-05-2026,10,11.0,1.0,0.9,0.7,0.4,0.0,3,6,9,2,3,3,480,0.1,2.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,95.36,0.2,0.5,0.7,0.3,0.2,0.8,1,1,1,1
01-05-2027,11,12.0,1.0,0.7272727272727273,0.2727272727272727,0.0,1.0,2,6,10,1,3,3,510,0.5454545454545454,3.272727272727273,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,1.0,1.0,1.0,0.36363636363636365,0.5454545454545454,0.45454545454545453,1,1,0,1
01-05-2028,20,13.75,0.55,0.4,0.3,0.15,2.0,3,5,10,2,3,3,480,0.45,4.35,0.05,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.35,0.5,0.5,0,0,0,1
01-05-2029,22,15.272727272727273,0.3181818181818182,0.22727272727272727,0.13636363636363635,0.13636363636363635,4.0,1,2,8,3,4,4,465,0.45454545454545453,11.5,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,101.09242424242424,0.2727272727272727,0.2727272727272727,0.5,0.3181818181818182,0.5,0.5,0,0,0,0
01-05-2030,20,13.3,0.55,0.4,0.2,0.15,5.0,3,5,9,2,3,3,510,0.4,3.95,0.1,0.05,0.15,0.1,0.05,0.1,0.0,0.0,0.0,113.23416666666667,0.2,0.3,0.55,0.55,0.55,0.45,0,0,0,1
01-05-2031,22,15.181818181818182,0.36363636363636365,0.2727272727272727,0.22727272727272727,0.045454545454545456,6.0,1,2,10,2,3,4,450,0.45454545454545453,11.5,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,107.86515151515151,0.3181818181818182,0.36363636363636365,0.5909090909090909,0.5454545454545454,0.7272727272727273,0.2727272727272727,0,0,0,0
01-06-2022,20,12.85,0.6,0.4,0.25,0.05,3.0,2,5,10,4,3,3,480,0.4,5.5,0.15,0.3,0.4,0.15,0.3,0.0,0.15,0.1,0.0,104.0325,0.25,0.3,0.6,0.3,0.5,0.5,1,0,0,1
01-06-2023,22,13.227272727272727,0.6363636363636364,0.5,0.2727272727272727,0.045454545454545456,4.0,3,5,8,4,3,3,480,0.5,4.181818181818182,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.045454545454545456,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,63.29545454545455,0.4090909090909091,0.5454545454545454,0.7727272727272727,0.6363636363636364,0.5,0.5,0,0,0,1
01-06-2024,19,12.31578947368421,0.8421052631578947,0.5263157894736842,0.21052631578947367,0.10526315789473684,5.0,3,6,10,2,3,3,495,0.3684210526315789,3.6842105263157894,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,111.72280701754384,0.15789473684210525,0.15789473684210525,0.5263157894736842,0.47368421052631576,0.631578947368421,0.3684210526315789,1,0,0,1
01-06-2025,11,12.636363636363637,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.0,1,2,10,1,3,3,450,0.36363636363636365,6.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,27.05757575757576,0.7272727272727273,0.8181818181818182,0.9090909090909091,0.45454545454545453,0.6363636363636364,0.36363636363636365,1,0,0,1
01-06-2026,11,12.636363636363637,0.7272727272727273,0.45454545454545453,0.18181818181818182,0.18181818181818182,1.0,1,2,9,2,3,3,450,0.7272727272727273,6.0,0.18181818181818182,0.0,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,1,0,0,1
01-06-2027,21,12.142857142857142,0.8571428571428571,0.6190476190476191,0.38095238095238093,0.14285714285714285,2.0,2,6,10,3,3,3,480,0.47619047619047616,5.761904761904762,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,1.0,1.0,1.0,0.3333333333333333,0.5238095238095238,0.47619047619047616,1,0,0,1
01-06-2028,20,13.1,0.75,0.5,0.15,0.05,3.0,3,5,10,3,3,3,495,0.4,3.9,0.15,0.15,0.25,0.15,0.15,0.1,0.1,0.05,0.0,90.24166666666666,0.25,0.25,0.65,0.45,0.55,0.45,0,0,0,1
01-06-2029,16,13.6875,0.375,0.3125,0.25,0.0,5.0,3,5,8,4,3,3,510,0.25,3.25,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.125,0.125,0.125,167.84791666666666,0.1875,0.1875,0.1875,0.625,0.625,0.375,0,0,0,1
01-06-2030,22,13.818181818181818,0.5454545454545454,0.3181818181818182,0.13636363636363635,0.045454545454545456,6.0,3,5,9,3,3,4,480,0.45454545454545453,4.363636363636363,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.09090909090909091,91.27651515151514,0.2727272727272727,0.2727272727272727,0.5909090909090909,0.45454545454545453,0.7272727272727273,0.2727272727272727,0,0,0,1
01-06-2031,10,13.5,0.4,0.4,0.2,0.0,0.0,1,2,10,3,3,3,465,0.3,5.5,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.1,12.341666666666665,0.8,0.9,1.0,0.7,0.8,0.2,0,0,0,1
01-07-2022,22,13.909090909090908,0.5,0.2727272727272727,0.18181818181818182,0.09090909090909091,4.0,1,3,10,3,3,3,465,0.45454545454545453,11.5,0.18181818181818182,0.2727272727272727,0.3181818181818182,0.18181818181818182,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.045454545454545456,74.5810606060606,0.3181818181818182,0.4090909090909091,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.36363636363636365,0,0,0,1
01-07-2023,20,13.8,0.55,0.45,0.25,0.05,5.0,2,3,8,2,4,4,465,0.4,5.5,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,125.785,0.15,0.2,0.55,0.6,0.7,0.3,0,0,0,1
01-07-2024,21,14.476190476190476,0.47619047619047616,0.38095238095238093,0.19047619047619047,0.09523809523809523,6.0,2,3,10,4,3,4,465,0.47619047619047616,5.857142857142857,0.0,0.14285714285714285,0.23809523809523808,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,36.47222222222222,0.5714285714285714,0.7142857142857143,0.9523809523809523,0.6190476190476191,0.6190476190476191,0.38095238095238093,0,0,0,0
01-07-2025,10,11.3,1.0,0.9,0.6,0.2,1.0,4,6,10,2,3,3,480,0.5,2.0,0.0,0.2,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,1.0,1.0,1.0,0.7,0.8,0.2,1,1,0,1
01-07-2026,21,12.761904761904763,0.7619047619047619,0.47619047619047616,0.19047619047619047,0.047619047619047616,2.0,4,6,9,2,3,3,495,0.42857142857142855,3.142857142857143,0.09523809523809523,0.0,0.14285714285714285,0.09523809523809523,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.47619047619047616,0.5238095238095238,0.47619047619047616,1,0,0,1
01-07-2027,20,12.75,0.75,0.4,0.15,0.05,3.0,2,6,10,3,3,3,495,0.4,5.55,0.05,0.05,0.15,0.05,0.05,0.05,0.0,0.0,0.0,67.90083333333334,0.45,0.55,0.7,0.55,0.45,0.55,1,0,0,1
01-07-2028,21,13.19047619047619,0.6666666666666666,0.3333333333333333,0.19047619047619047,0.09523809523809523,4.0,3,5,10,4,3,3,495,0.42857142857142855,4.0476190476190474,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.047619047619047616,0.047619047619047616,66.08809523809524,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.6190476190476191,0.47619047619047616,0.5238095238095238,0,0,0,1
01-07-2029,22,14.909090909090908,0.4090909090909091,0.2727272727272727,0.22727272727272727,0.13636363636363635,6.0,2,2,9,2,4,4,450,0.45454545454545453,6.181818181818182,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,126.74318181818181,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.5909090909090909,0.5,0.5,0,0,0,0
01-07-2030,11,12.090909090909092,0.9090909090909091,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0,3,5,9,3,3,3,480,0.45454545454545453,2.8181818181818183,0.0,0.18181818181818182,0.45454545454545453,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,25.94848484848485,0.7272727272727273,0.7272727272727273,1.0,0.36363636363636365,0.2727272727272727,0.7272727272727273,1,0,0,1
01-07-2031,10,11.3,1.0,0.8,0.7,0.1,1.0,3,6,10,1,3,3,480,0.5,2.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6,0.7,0.3,1,1,0,1
01-08-2022,18,12.055555555555555,0.8333333333333334,0.6666666666666666,0.3888888888888889,0.1111111111111111,5.0,3,6,10,3,3,3,480,0.3333333333333333,3.5555555555555554,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,139.44166666666666,0.16666666666666666,0.16666666666666666,0.3888888888888889,0.3888888888888889,0.5,0.5,1,0,0,1
